2019	10	9	東京	2	1007.1	1009.9	--	20.6	10.4	12.6	52	3.5	北北西			×	×			
2019	10	9	東京	3	1007.3	1010.1	--	20.7	10.2	12.5	51	2.8	北			×	×	晴れ	7	20
2019	10	9	東京	4	1008.3	1011.1	--	20.7	9.6	12	49	4.1	北北西			×	×			
2019	10	9	東京	5	1009.7	1012.5	--	19.9	9.8	12.1	52	5.3	北北西			×	×			
2019	10	9	東京	6	1010.7	1013.5	--	18.6	9.4	11.8	55	4.2	北北西	0	0.01	×	×	晴れ	6	25
2019	10	9	東京	7	1011.5	1014.3	--	18.6	8.6	11.1	52	4.6	北北西	0.7	0.36	×	×			
2019	10	9	東京	8	1012.3	1015.1	--	20	8.7	11.2	48	4.7	北北西	1	1.12	×	×			
2019	10	9	東京	9	1012.7	1015.5	--	20.9	8.5	11.1	45	5.9	北北西	1	1.79	×	×	快晴	0+	30
2019	10	9	東京	10	1013.2	1016	--	21.6	7.1	10.1	39	3.9	北北西	1	2.31	×	×			
2019	10	9	東京	11	1013.1	1015.9	--	22.7	6.9	9.9	36	3.7	北北東	0.9	2.54	×	×			
2019	10	9	東京	12	1012.8	1015.6	--	23.9	5.8	9.2	31	3.3	北北東	1	2.83	×	×	快晴	1	30
2019	10	9	東京	13	1012.3	1015.1	--	24.5	5.8	9.2	30	3.1	北	1	2.68	×	×			
2019	10	9	東京	14	1012.2	1015	--	24.7	6.5	9.6	31	2.1	北東	1	2.32	×	×			
2019	10	9	東京	15	1012.3	1015.1	--	23.9	7.1	10.1	34	1.7	北東	1	1.76	×	×	快晴	1	25
2019	10	9	東京	16	1012.5	1015.3	--	23	7.5	10.4	37	2.4	北西	1	1.06	×	×			
2019	10	9	東京	17	1013.1	1015.9	--	20.6	8.6	11.2	46	1.9	北東	0.4	0.27	×	×			
2019	10	9	東京	18	1014	1016.8	--	20.5	12.7	14.7	61	2.8	南東	0	0.01	×	×	快晴	1	20
2019	10	9	東京	19	1015.1	1017.9	--	20.3	12.3	14.3	60	2	東南東			×	×			
2019	10	9	東京	20	1016	1018.9	--	19.5	10.8	12.9	57	3.1	東			×	×			
2019	10	9	東京	21	1016.4	1019.3	--	19	11.8	13.8	63	2.6	東南東			×	×	晴れ	3	20
2019	10	9	東京	22	1016.6	1019.5	--	18.6	11.9	13.9	65	1.9	東北東			×	×			
2019	10	9	東京	23	1016.9	1019.8	--	17.5	12	14	70	2.5	東北東			×	×			
2019	10	9	東京	24	1017.1	1020	--	17.1	11.8	13.8	71	1.8	北北東			×	×			
2019	10	10	東京	1	1017	1019.9	--	17	11.9	14	72	1.5	北北西			×	×			
2019	10	10	東京	2	1017.4	1020.3	--	16.5	11.7	13.7	73	2.2	北			×	×			
2019	10	10	東京	3	1016.9	1019.8	--	16.8	11.5	13.6	71	2.3	北北西			×	×	快晴	0+	20
2019	10	10	東京	4	1017.1	1020	--	15.7	11.5	13.6	76	2.5	北北西			×	×			
2019	10	10	東京	5	1017.1	1020	--	15.4	10.8	12.9	74	2.8	北北西			×	×			
2019	10	10	東京	6	1017.4	1020.3	--	15.7	10.9	13	73	2.1	北	0	0.01	×	×	晴れ	5	25
2019	10	10	東京	7	1017.9	1020.8	--	16.2	11	13.1	71	3.3	北西	0.6	0.34	×	×			
2019	10	10	東京	8	1017.7	1020.6	--	18.6	10.9	13.1	61	2.1	北北西	1	1.13	×	×			
2019	10	10	東京	9	1017.9	1020.8	--	20	11.8	13.8	59	3.9	北北西	1	1.74	×	×	晴れ	3	25
2019	10	10	東京	10	1017.4	1020.2	--	21	12.4	14.4	58	3.2	北北西	1	2.25	×	×			
2019	10	10	東京	11	1016.8	1019.6	--	22.8	13.6	15.5	56	3.4	北北東	1	2.45	×	×			
2019	10	10	東京	12	1016.2	1019	--	23.7	15.2	17.3	59	2.7	北北東	0.3	1.7	×	×	晴れ	7	25
2019	10	10	東京	13	1015.5	1018.3	--	23.4	15.5	17.6	61	3.1	東	0.7	2.16	×	×			
2019	10	10	東京	14	1014.6	1017.4	--	23.6	15.4	17.5	60	2	北東	0.1	1.09	×	×			
2019	10	10	東京	15	1014.5	1017.3	--	23.8	15.1	17.1	58	3.4	東北東	0	0.86	×	×	曇	10-	25
2019	10	10	東京	16	1014.5	1017.3	--	23.1	15.7	17.8	63	2.3	北北東	0	0.34	×	×			
2019	10	10	東京	17	1014.7	1017.5	--	22.7	15.3	17.4	63	3.2	北東	0	0.1	×	×			
2019	10	10	東京	18	1014.6	1017.4	--	22.5	14.9	16.9	62	2.4	北北東	0	0	×	×	曇	10	20
2019	10	10	東京	19	1015.5	1018.4	0	19.5	16.7	19	84	2.6	北北東			×	×			
2019	10	10	東京	20	1015.5	1018.4	1	17.7	17.1	19.4	96	3.6	北北東			×	×			
2019	10	10	東京	21	1015.3	1018.2	0.5	17.4	17.4	19.9	100	2.8	北北東			×	×	雨	10	4
2019	10	10	東京	22	1014.9	1017.8	2	17.3	17.3	19.7	100	2.1	北			×	×			
2019	10	10	東京	23	1014.7	1017.6	3	17	17	19.4	100	2	北			×	×			
2019	10	10	東京	24	1014.2	1017.1	2.5	17	17	19.4	100	3.6	北北西			×	×			
2019	10	11	東京	1	1014.3	1017.2	1.5	16.8	16.8	19.1	100	3.1	北西			×	×			
2019	10	11	東京	2	1013.8	1016.7	1	16.4	16.4	18.7	100	3.9	北北西			×	×			
2019	10	11	東京	3	1013.3	1016.2	0	16.7	16.7	19	100	3.6	北北西			×	×	曇	10	10
2019	10	11	東京	4	1013.2	1016.1	--	16.9	16.9	19.3	100	2.7	北北西			×	×			
2019	10	11	東京	5	1012.5	1015.4	--	17	17	19.4	100	3.1	北北西			×	×			
2019	10	11	東京	6	1012.6	1015.5	--	17.2	17.1	19.4	99	2.4	北北西	0	0	×	×	曇	10	15
2019	10	11	東京	7	1012.7	1015.6	--	17.6	17.1	19.5	97	2.9	北北西	0	0.1	×	×			
2019	10	11	東京	8	1012.9	1015.8	--	18.7	17.9	20.5	95	3.4	北北西	0	0.34	×	×			
2019	10	11	東京	9	1013.3	1016.1	--	19.2	17.9	20.5	92	2.9	北北西	0	0.39	×	×	曇	10	15
2019	10	11	東京	10	1012.7	1015.5	0	20.1	18.1	20.7	88	2.7	北北西	0	0.63	×	×			
2019	10	11	東京	11	1012.1	1014.9	0	20.5	19	21.9	91	2.7	北北西	0	0.45	×	×			
2019	10	11	東京	12	1011.1	1013.9	0.5	20.3	19.5	22.6	95	1.7	北	0	0.58	×	×	曇	10	15
2019	10	11	東京	13	1010.5	1013.3	0	20.8	19.6	22.8	93	1.5	北	0	0.48	×	×			
2019	10	11	東京	14	1010	1012.8	0	21.2	19.9	23.2	92	1.5	北	0	0.46	×	×			
2019	10	11	東京	15	1009.4	1012.2	0	21.2	20.7	24.4	97	1.6	北北西	0	0.22	×	×	曇	10	8
2019	10	11	東京	16	1008.9	1011.7	0	21.3	20.8	24.6	97	2.7	北北西	0	0.09	×	×			
2019	10	11	東京	17	1009.2	1012	0	21.4	21.2	25.2	99	2.3	北北西	0	0.02	×	×			
2019	10	11	東京	18	1009.8	1012.6	1.5	21.5	21.5	25.6	100	2.5	北北東	0	0	×	×	雨	10	3
2019	10	11	東京	19	1009.4	1012.2	1	21.1	21.1	25	100	2.8	北北東			×	×			
2019	10	11	東京	20	1009.6	1012.4	0.5	21	21	24.9	100	2.6	北			×	×			
2019	10	11	東京	21	1009	1011.8	0.5	20.9	20.9	24.7	100	2.7	北北東			×	×	雨	10	4
2019	10	11	東京	22	1008.9	1011.7	0	21	21	24.9	100	2.8	北			×	×			
2019	10	11	東京	23	1008.6	1011.4	0.5	21	21	24.9	100	3.3	北北東			×	×			
2019	10	11	東京	24	1007.5	1010.3	0.5	21.1	21.1	25	100	3.3	北北東			×	×			
2019	10	12	東京	1	1006.5	1009.3	0.5	21.3	21.3	25.3	100	3.6	北北東			×	×			
2019	10	12	東京	2	1006	1008.8	0	21.4	21.4	25.5	100	3.4	北北東			×	×			
2019	10	12	東京	3	1004.7	1007.5	1.5	21.4	21.4	25.5	100	3.9	北東			×	×	雨	10	3
2019	10	12	東京	4	1003.6	1006.4	1.5	21.8	21.8	26.1	100	5.2	北北東			×	×			
2019	10	12	東京	5	1002.6	1005.4	1.5	22.1	22.1	26.6	100	4.9	北北東			×	×			
2019	10	12	東京	6	1001.7	1004.5	6	22.2	22.2	26.8	100	4.1	北東	0	0	×	×	雨	10	3
2019	10	12	東京	7	1001.4	1004.2	5.5	22.3	22.3	26.9	100	5	北東	0	0.01	×	×			
2019	10	12	東京	8	999.9	1002.7	10	22.8	22.8	27.8	100	4	北東	0	0.02	×	×			
2019	10	12	東京	9	999.8	1002.6	23	23.5	23.5	29	100	3.1	北東	0	0.05	×	×	雨	10	3
2019	10	12	東京	10	998.2	1001	16.5	24.3	24.3	30.4	100	4	北東	0	0.07	×	×			
2019	10	12	東京	11	996.4	999.1	17.5	24.6	24.6	30.9	100	4.3	東	0	0.07	×	×			
2019	10	12	東京	12	994.5	997.2	8	24.9	24.7	31.2	99	5.8	東	0	0.09	×	×	雨	10	4
2019	10	12	東京	13	991.4	994.1	5.5	24.9	24.7	31.2	99	4.9	東北東	0	0.07	×	×			
2019	10	12	東京	14	988.5	991.2	24	24.8	24.8	31.3	100	6.7	東	0	0.05	×	×			
2019	10	12	東京	15	986.4	989.1	16.5	24.8	24.8	31.3	100	4.7	東南東	0	0.04	×	×	雨	10	3
2019	10	12	東京	16	984.2	986.9	11	25	24.7	31.1	98	6.4	東南東	0	0.02	×	×			
2019	10	12	東京	17	982.3	985	8	25	24.7	31.1	98	4.5	東南東	0	0.01	×	×			
2019	10	12	東京	18	979.4	982.1	13	24.6	24.4	30.6	99	4.9	東南東	0	0	×	×	雨	10	4
2019	10	12	東京	19	976.1	978.8	6.5	24.4	23.7	29.3	96	7.7	南東			×	×			
2019	10	12	東京	20	970.9	973.6	9	23.9	23.2	28.5	96	7	東南東			×	×			
2019	10	12	東京	21	965.7	968.4	15.5	23	22.7	27.5	98	10.9	南南東			×	×	雨	10	4
2019	10	12	東京	22	973.5	976.2	6.5	21.8	21.1	25.1	96	9.7	西南西			×	×			
2019	10	12	東京	23	980.6	983.3	2.5	21	19.3	22.4	90	7.6	西			×	×			
2019	10	12	東京	24	982.9	985.6	0	23.3	18	20.6	72	3.1	西南西			×	×			
2019	10	13	東京	1	986	988.7	0	21.9	20.4	23.9	91	3.6	南南西			×	×			
2019	10	13	東京	2	987.8	990.5	--	23.5	17.9	20.6	71	4.2	西南西			×	×			
2019	10	13	東京	3	990.1	992.8	--	23.9	16.7	19	64	3.7	西			×	×	快晴	0+	20
2019	10	13	東京	4	993.1	995.8	--	25.3	16.2	18.4	57	6	西			×	×			
2019	10	13	東京	5	996.2	998.9	--	24.4	16.2	18.3	60	4.2	西			×	×			
2019	10	13	東京	6	998.2	1000.9	--	24.8	16	18.2	58	4.2	西北西	0	0.01	×	×	快晴	0+	30
2019	10	13	東京	7	1000.8	1003.5	--	25.2	15.8	18	56	6.1	西北西	0.8	0.36	×	×			
2019	10	13	東京	8	1002.6	1005.3	--	26.1	15.8	17.9	53	5.7	北西	1	1.06	×	×			
2019	10	13	東京	9	1004.8	1007.5	--	26.8	16.1	18.3	52	5	北北西	1	1.76	×	×	快晴	0+	40
2019	10	13	東京	10	1006.2	1008.9	--	27.5	14.9	16.9	46	6	北北西	1	2.21	×	×			
2019	10	13	東京	11	1007.1	1009.8	--	27.8	15.8	17.9	48	6.9	北西	1	2.55	×	×			
2019	10	13	東京	12	1008.3	1011	--	27.7	16	18.2	49	5.5	北北西	1	2.65	×	×	快晴	0+	40
2019	10	13	東京	13	1008.5	1011.2	--	28.3	14.5	16.5	43	5.8	北北西	1	2.53	×	×			
2019	10	13	東京	14	1009.4	1012.1	--	27.7	13.6	15.6	42	3.9	北北西	1	2.15	×	×			
2019	10	13	東京	15	1010.5	1013.3	--	27	13.4	15.3	43	5	北西	1	1.61	×	×	快晴	1	40
2019	10	13	東京	16	1011.6	1014.4	--	25.5	13	15	46	4.7	北西	1	1	×	×			
2019	10	13	東京	17	1013.1	1015.9	--	24.6	11.9	13.9	45	4.8	北北西	0.9	0.32	×	×			
2019	10	13	東京	18	1014.6	1017.4	--	22.9	12.2	14.2	51	2.4	北	0	0	×	×	快晴	1	25
2019	10	13	東京	19	1015.9	1018.7	--	22.5	9.3	11.7	43	2.6	北			×	×			
2019	10	13	東京	20	1016.8	1019.6	--	22.1	10.9	13	49	3.2	北北東			×	×			
2019	10	13	東京	21	1017.7	1020.5	--	21.3	11.1	13.2	52	3.5	北東			×	×	曇	10-	20
2019	10	13	東京	22	1018	1020.8	--	20.7	10.5	12.7	52	2.6	北北東			×	×			
2019	10	13	東京	23	1018.5	1021.4	--	20.2	8.9	11.4	48	3.4	北東			×	×			
2019	10	13	東京	24	1018.9	1021.8	--	20	8.4	11	47	3.7	北北東			×	×			
